% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 55.70 s, time offset 27.85 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2022-09-09 T 13:04:18 -0400
% Time (s), Channel A (V), Channel B (V)
1.3104875520e+00, -6.9626418281e-04, 1.9884865315e+00
1.3139002800e+00, 8.5017521269e-04, 1.9883985824e+00
1.3173130080e+00, 2.9316386644e-04, 1.9876949891e+00
1.3207257360e+00, -3.8844212304e-04, 1.9886184553e+00
1.3241384640e+00, -1.2312882391e-03, 1.9901282492e+00
1.3275511920e+00, -8.7216250267e-04, 1.9890215556e+00
1.3309639200e+00, 5.8632773289e-04, 1.9884498860e+00
1.3343766480e+00, 8.5017521269e-04, 1.9872625724e+00
1.3377893760e+00, 8.0620063272e-05, 1.9881567222e+00
1.3412021040e+00, -9.4545346928e-04, 1.9893953395e+00
1.3446148320e+00, 4.2508760635e-04, 1.9875264199e+00
1.3480275600e+00, 7.9154243940e-04, 1.9873358633e+00
1.3514402880e+00, 2.5651838314e-04, 1.9861705370e+00
1.3548530160e+00, -1.0847063058e-03, 1.9880907603e+00
1.3582657440e+00, -2.0448179685e-03, 1.9884792024e+00
1.3616784720e+00, -2.0521470651e-04, 1.9883546078e+00
1.3650912000e+00, 7.7688424608e-04, 1.9879734947e+00
1.3685039280e+00, -5.5701134625e-04, 1.9865809664e+00
1.3719166560e+00, -7.0359327947e-04, 1.9902748311e+00
1.3753293840e+00, -1.3265664957e-03, 1.9895419214e+00
1.3787421120e+00, -1.2093009491e-03, 1.9880980894e+00
1.3821548400e+00, 3.6645483306e-05, 1.9881713804e+00
1.3855675680e+00, -8.2085882605e-04, 1.9870720159e+00
1.3889802960e+00, -1.7882995853e-03, 1.9893367067e+00
1.3923930240e+00, -1.5610975888e-03, 1.9878122546e+00
1.3958057520e+00, -1.1726554658e-03, 1.9877389637e+00
1.3992184800e+00, -1.0334026292e-03, 1.9865736373e+00
1.4026312080e+00, -1.9202233252e-03, 1.9866029537e+00
1.4060439360e+00, -2.2720199649e-03, 1.9898570726e+00
1.4094566640e+00, -1.5757557821e-03, 1.9874164834e+00
1.4128693920e+00, -1.0993644992e-03, 1.9885085188e+00
1.4162821200e+00, -4.8372037963e-04, 1.9873798379e+00
1.4196948480e+00, -5.3502405626e-04, 1.9881274058e+00
1.4231075760e+00, -1.8909069386e-03, 1.9891021756e+00
1.4265203040e+00, -2.6018293147e-03, 1.9879734947e+00
1.4299330320e+00, -1.1286808858e-03, 1.9871819523e+00
1.4333457600e+00, -6.9626418281e-04, 1.9866395992e+00
1.4367584880e+00, -1.1286808858e-03, 1.9881567222e+00
1.4401712160e+00, -1.7956286820e-03, 1.9899376927e+00
1.4435839440e+00, -1.4071865589e-03, 1.9884572151e+00
1.4469966720e+00, -8.7216250267e-04, 1.9878342419e+00
1.4504094000e+00, -3.0782205977e-04, 1.9873871670e+00
1.4538221280e+00, -6.7427689282e-04, 1.9889189482e+00
1.4572348560e+00, -1.0773772092e-03, 1.9902675020e+00
1.4606475840e+00, -1.1213517892e-03, 1.9879661657e+00
1.4640603120e+00, 7.3290966611e-05, 1.9875044326e+00
1.4674730400e+00, -5.1303676628e-05, 1.9863537644e+00
1.4708857680e+00, -6.8893508615e-04, 1.9879734947e+00
1.4742984960e+00, -1.3632119790e-03, 1.9891534793e+00
1.4777112240e+00, -4.0310031636e-04, 1.9881567222e+00
1.4811239520e+00, -1.4658193322e-04, 1.9880761021e+00
1.4845366800e+00, 3.0782205977e-04, 1.9866835737e+00
1.4879494080e+00, 1.0260735326e-04, 1.9891827957e+00
1.4913621360e+00, -1.1360099825e-03, 1.9895272632e+00
1.4947748640e+00, 4.1775850968e-04, 1.9874384707e+00
1.4981875920e+00, 9.1613708264e-04, 1.9867715229e+00
1.5016003200e+00, 6.2297321620e-04, 1.9861925243e+00
1.5050130480e+00, 3.3713844641e-04, 1.9893806813e+00
1.5084257760e+00, -9.1613708264e-04, 1.9894832887e+00
1.5118385040e+00, -5.4235315292e-04, 1.9877462928e+00
1.5152512320e+00, 3.2980934975e-04, 1.9876070399e+00
1.5186639600e+00, 4.1042941302e-04, 1.9868228266e+00
1.5220766880e+00, -1.0480608225e-03, 1.9895858960e+00
1.5254894160e+00, -3.5912573640e-04, 1.9890142265e+00
1.5289021440e+00, 1.0260735326e-04, 1.9881640513e+00
1.5323148720e+00, 5.1303676628e-05, 1.9871013322e+00
1.5357276000e+00, -2.8583476978e-04, 1.9872699015e+00
1.5391403280e+00, -9.5278256595e-04, 1.9895272632e+00
1.5425530560e+00, -9.0880798598e-04, 1.9887357208e+00
1.5459657840e+00, -8.6483340601e-04, 1.9882080258e+00
1.5493785120e+00, -5.8632773289e-04, 1.9862731443e+00
1.5527912400e+00, -1.1066935958e-03, 1.9865663082e+00
1.5562039680e+00, -2.0961216451e-03, 1.9887723663e+00
1.5596166960e+00, -1.6343885554e-03, 1.9875044326e+00
1.5630294240e+00, -1.7003504254e-03, 1.9866395992e+00
1.5664421520e+00, -1.2459464324e-04, 1.9849026032e+00
1.5698548800e+00, -1.2312882391e-03, 1.9870353704e+00
1.5732676080e+00, -1.3705410756e-03, 1.9891095047e+00
1.5766803360e+00, -1.2312882391e-03, 1.9877609509e+00
1.5800930640e+00, 2.1987289983e-05, 1.9882006967e+00
1.5835057920e+00, 1.1286808858e-03, 1.9862438279e+00
1.5869185200e+00, -1.0847063058e-03, 1.9880467857e+00
1.5903312480e+00, -1.8029577786e-03, 1.9895639087e+00
1.5937439760e+00, -1.5317812022e-03, 1.9873578506e+00
1.5971567040e+00, -2.4918928648e-04, 1.9876363563e+00
1.6005694320e+00, 1.6124012654e-04, 1.9862218406e+00
1.6039821600e+00, -4.5440399299e-04, 1.9875777235e+00
1.6073948880e+00, -5.2036586294e-04, 1.9899963254e+00
1.6108076160e+00, -5.8632773289e-05, 1.9873651797e+00
1.6142203440e+00, 5.7166953957e-04, 1.9872405851e+00
1.6176330720e+00, 6.7427689282e-04, 1.9855695510e+00
1.6210458000e+00, -9.5278256595e-04, 1.9871086613e+00
1.6244585280e+00, -6.8160598948e-04, 1.9887870245e+00
1.6278712560e+00, -5.9365682955e-04, 1.9868887884e+00
1.6312839840e+00, -6.3030231286e-04, 1.9865296627e+00
1.6346967120e+00, -5.8632773289e-04, 1.9851811089e+00
1.6381094400e+00, -9.0880798598e-04, 1.9877609509e+00
1.6415221680e+00, -1.4584902356e-03, 1.9878855456e+00
1.6449348960e+00, -6.5228960284e-04, 1.9863244480e+00
1.6483476240e+00, -1.7589831987e-04, 1.9868521430e+00
1.6517603520e+00, -7.1825147279e-04, 1.9861485497e+00
1.6551730800e+00, -1.4291738489e-03, 1.9890362138e+00
1.6585858080e+00, -8.9414979266e-04, 1.9867422065e+00
1.6619985360e+00, 3.0049296311e-04, 1.9861119042e+00
1.6654112640e+00, -1.8322741653e-04, 1.9858627149e+00
1.6688239920e+00, -3.7378392972e-04, 1.9841623645e+00
1.6722367200e+00, -1.9495397119e-03, 1.9875044326e+00
1.6756494480e+00, -2.4699055748e-03, 1.9872039396e+00
1.6790621760e+00, -1.4658193322e-03, 1.9864710299e+00
1.6824749040e+00, 2.6384747980e-04, 1.9860825878e+00
1.6858876320e+00, -5.4968224958e-04, 1.9857307912e+00
1.6893003600e+00, -1.3705410756e-03, 1.9886037971e+00
1.6927130880e+00, -2.0081724851e-03, 1.9880321275e+00
1.6961258160e+00, -1.2459464324e-03, 1.9874677871e+00
1.6995385440e+00, -1.5904139755e-03, 1.9855402347e+00
1.7029512720e+00, -1.7150086187e-03, 1.9862804734e+00
1.7063640000e+00, -2.0228306785e-03, 1.9891608084e+00
1.7097767280e+00, -1.3265664957e-03, 1.9871159904e+00
1.7131894560e+00, -2.5651838314e-04, 1.9857161330e+00
1.7166021840e+00, 4.7639128297e-04, 1.9844481993e+00
1.7200149120e+00, -8.2818792271e-04, 1.9863024607e+00
1.7234276400e+00, -1.6050721688e-03, 1.9885305061e+00
1.7268403680e+00, -4.9104947630e-04, 1.9872259269e+00
1.7302530960e+00, 1.2679337224e-03, 1.9867861811e+00
1.7336658240e+00, 1.3045792057e-03, 1.9857894239e+00
1.7370785520e+00, -1.0773772092e-03, 1.9865223336e+00
1.7404912800e+00, -1.1433390791e-03, 1.9886331134e+00
1.7439040080e+00, -1.1726554658e-03, 1.9868887884e+00
1.7473167360e+00, -8.5750430935e-04, 1.9873725088e+00
1.7507294640e+00, -5.8632773289e-05, 1.9856061965e+00
1.7541421920e+00, -5.7899863623e-04, 1.9867422065e+00
1.7575549200e+00, -7.6955514942e-04, 1.9883912533e+00
1.7609676480e+00, -2.7117657646e-04, 1.9871966105e+00
1.7643803760e+00, 8.4284611603e-04, 1.9881347349e+00
1.7677931040e+00, -6.5961869950e-04, 1.9852250835e+00
1.7712058320e+00, -4.9837857296e-04, 1.9878269128e+00
1.7746185600e+00, -1.3632119790e-03, 1.9893806813e+00
1.7780312880e+00, -1.3998574623e-03, 1.9878049255e+00
1.7814440160e+00, -1.3705410756e-03, 1.9876730018e+00
1.7848567440e+00, -4.6906218631e-04, 1.9862511570e+00
1.7882694720e+00, -5.2769495960e-04, 1.9889849101e+00
1.7916822000e+00, -1.0187444359e-03, 1.9883033041e+00
1.7950949280e+00, -1.4658193322e-04, 1.9868228266e+00
1.7985076560e+00, -3.5179663973e-04, 1.9864490426e+00
1.8019203840e+00, -9.4545346928e-04, 1.9849978815e+00
1.8053331120e+00, -1.1799845624e-03, 1.9877756091e+00
1.8087458400e+00, -7.4756785943e-04, 1.9868961175e+00
1.8121585680e+00, 2.8583476978e-04, 1.9860825878e+00
1.8155712960e+00, -7.6222605276e-04, 1.9849539069e+00
1.8189840240e+00, -1.0260735326e-03, 1.9846094394e+00
1.8223967520e+00, -1.5024648155e-03, 1.9876949891e+00
1.8258094800e+00, -1.2166300457e-03, 1.9872552433e+00
1.8292222080e+00, -6.7427689282e-04, 1.9865516500e+00
1.8326349360e+00, 1.7589831987e-04, 1.9862145116e+00
1.8360476640e+00, -9.0147888932e-04, 1.9866469283e+00
1.8394603920e+00, -1.8982360352e-03, 1.9885305061e+00
1.8428731200e+00, -8.6483340601e-04, 1.9874677871e+00
1.8462858480e+00, -1.2459464324e-04, 1.9870793450e+00
1.8496985760e+00, 2.0521470651e-04, 1.9853057036e+00
1.8531113040e+00, -4.1775850968e-04, 1.9855035892e+00
1.8565240320e+00, -4.9104947630e-04, 1.9882959750e+00
1.8599367600e+00, -1.6050721688e-03, 1.9871086613e+00
1.8633494880e+00, -1.1213517892e-03, 1.9875557362e+00
1.8667622160e+00, -7.2558056945e-04, 1.9863317771e+00
1.8701749440e+00, -1.8469323586e-03, 1.9866469283e+00
1.8735876720e+00, -1.5537684922e-03, 1.9886111262e+00
1.8770004000e+00, -1.8982360352e-03, 1.9871892814e+00
1.8804131280e+00, -1.0773772092e-03, 1.9875190908e+00
1.8838258560e+00, -9.8942804925e-04, 1.9856648293e+00
1.8872385840e+00, -1.8835778419e-03, 1.9874604580e+00
1.8906513120e+00, -1.8029577786e-03, 1.9898277562e+00
1.8940640400e+00, -1.9641979052e-03, 1.9877243055e+00
1.8974767680e+00, -2.7850567312e-04, 1.9880174693e+00
1.9008894960e+00, -7.3290966611e-06, 1.9868448139e+00
1.9043022240e+00, -1.6417176521e-03, 1.9877096473e+00
1.9077149520e+00, -1.0480608225e-03, 1.9887357208e+00
1.9111276800e+00, -1.2312882391e-03, 1.9874677871e+00
1.9145404080e+00, -8.7216250267e-04, 1.9869107757e+00
1.9179531360e+00, -1.1433390791e-03, 1.9863757517e+00
1.9213658640e+00, -1.7882995853e-03, 1.9883839242e+00
1.9247785920e+00, -2.1327671284e-03, 1.9884425569e+00
1.9281913200e+00, -1.2752628190e-03, 1.9876876600e+00
1.9316040480e+00, -1.1653263691e-03, 1.9871306486e+00
1.9350167760e+00, -8.5017521269e-04, 1.9858993604e+00
1.9384295040e+00, -2.4186018982e-03, 1.9887210626e+00
1.9418422320e+00, -2.4186018982e-03, 1.9885744807e+00
1.9452549600e+00, -2.5285383481e-03, 1.9879954820e+00
1.9486676880e+00, -8.2818792271e-04, 1.9876803309e+00
1.9520804160e+00, -1.6050721688e-03, 1.9866689155e+00
1.9554931440e+00, -2.5871711214e-03, 1.9891754666e+00
1.9589058720e+00, -2.0228306785e-03, 1.9875337490e+00
1.9623186000e+00, -1.1726554658e-03, 1.9870280413e+00
1.9657313280e+00, -7.7688424608e-04, 1.9868448139e+00
1.9691440560e+00, -8.7949159933e-04, 1.9855622219e+00
1.9725567840e+00, -2.3233236416e-03, 1.9879002038e+00
1.9759695120e+00, -1.7956286820e-03, 1.9872625724e+00
1.9793822400e+00, -1.2386173357e-03, 1.9862658152e+00
1.9827949680e+00, -2.0521470651e-04, 1.9850345270e+00
1.9862076960e+00, -1.5757557821e-03, 1.9856208547e+00
1.9896204240e+00, -1.9348815185e-03, 1.9882300131e+00
1.9930331520e+00, -9.0147888932e-04, 1.9862731443e+00
1.9964458800e+00, -2.1254380317e-04, 1.9858847022e+00
1.9998586080e+00, -5.2036586294e-04, 1.9858333985e+00
2.0032713360e+00, -1.1433390791e-03, 1.9873285342e+00
2.0066840640e+00, -2.6751202813e-03, 1.9887870245e+00
2.0100967920e+00, -2.4112728015e-03, 1.9872332560e+00
2.0135095200e+00, -1.4511611389e-03, 1.9866689155e+00
2.0169222480e+00, -6.8893508615e-04, 1.9854962601e+00
2.0203349760e+00, -1.4291738489e-03, 1.9874604580e+00
2.0237477040e+00, -1.5171230089e-03, 1.9894099977e+00
2.0271604320e+00, -1.4365029456e-03, 1.9887723663e+00
2.0305731600e+00, -1.2312882391e-03, 1.9883912533e+00
2.0339858880e+00, -8.4284611603e-04, 1.9858480567e+00
2.0373986160e+00, -1.7736413920e-03, 1.9876949891e+00
2.0408113440e+00, -2.0594761618e-03, 1.9894539723e+00
2.0442240720e+00, -1.0920354025e-03, 1.9883619369e+00
2.0476368000e+00, -6.8160598948e-04, 1.9881054185e+00
2.0510495280e+00, -1.5317812022e-03, 1.9857601076e+00
2.0544622560e+00, -2.5798420247e-03, 1.9887723663e+00
2.0578749840e+00, -2.8949931811e-03, 1.9892854031e+00
2.0612877120e+00, -1.7589831987e-03, 1.9877609509e+00
2.0647004400e+00, -4.9837857296e-04, 1.9880761021e+00
2.0681131680e+00, -1.8102868753e-03, 1.9865223336e+00
2.0715258960e+00, -2.5065510581e-03, 1.9895932251e+00
2.0749386240e+00, -2.6751202813e-03, 1.9893440358e+00
2.0783513520e+00, -7.6955514942e-04, 1.9879295202e+00
2.0817640800e+00, -5.1303676628e-04, 1.9876730018e+00
2.0851768080e+00, -1.3925283656e-03, 1.9856575002e+00
2.0885895360e+00, -1.6637049421e-03, 1.9897031616e+00
2.0920022640e+00, -2.0887925484e-03, 1.9877462928e+00
2.0954149920e+00, -1.3338955923e-03, 1.9869034466e+00
2.0988277200e+00, -9.6011166261e-04, 1.9868154975e+00
2.1022404480e+00, -1.6710340387e-03, 1.9854083109e+00
2.1056531760e+00, -2.8070440212e-03, 1.9890362138e+00
2.1090659040e+00, -2.7997149245e-03, 1.9886990753e+00
2.1124786320e+00, -1.2679337224e-03, 1.9881567222e+00
2.1158913600e+00, -6.4496050618e-04, 1.9871746232e+00
2.1193040880e+00, -1.3851992690e-03, 1.9871306486e+00
2.1227168160e+00, -1.9275524219e-03, 1.9894539723e+00
2.1261295440e+00, -1.8615905519e-03, 1.9870866741e+00
2.1295422720e+00, -7.1825147279e-04, 1.9870793450e+00
2.1329550000e+00, -3.0049296311e-04, 1.9868228266e+00
2.1363677280e+00, -7.1092237613e-04, 1.9870866741e+00
2.1397804560e+00, -1.7150086187e-03, 1.9890801883e+00
2.1431931840e+00, -1.3119083023e-03, 1.9872992179e+00
2.1466059120e+00, -8.3551701937e-04, 1.9871013322e+00
2.1500186400e+00, -3.8844212304e-04, 1.9855622219e+00
2.1534313680e+00, -1.0993644992e-03, 1.9879075329e+00
2.1568440960e+00, -1.7003504254e-03, 1.9894832887e+00
2.1602568240e+00, -1.6124012654e-03, 1.9888823027e+00
2.1636695520e+00, -7.6222605276e-04, 1.9872699015e+00
2.1670822800e+00, -2.0668052584e-03, 1.9853789945e+00
2.1704950080e+00, -1.6343885554e-03, 1.9875264199e+00
2.1739077360e+00, -2.1913999017e-03, 1.9888016827e+00
2.1773204640e+00, -1.7223377154e-03, 1.9878855456e+00
2.1807331920e+00, -1.3265664957e-03, 1.9872845597e+00
2.1841459200e+00, -7.9154243940e-04, 1.9865809664e+00
2.1875586480e+00, -1.3851992690e-03, 1.9880247984e+00
2.1909713760e+00, -2.1327671284e-03, 1.9898790599e+00
2.1943841040e+00, -1.3412246890e-03, 1.9875410780e+00
2.1977968320e+00, -2.7850567312e-04, 1.9876803309e+00
2.2012095600e+00, -9.3079527596e-04, 1.9857161330e+00
2.2046222880e+00, -2.0008433885e-03, 1.9870426995e+00
2.2080350160e+00, -1.7663122953e-03, 1.9880834312e+00
2.2114477440e+00, -8.8682069600e-04, 1.9861265624e+00
2.2148604720e+00, 5.4235315292e-04, 1.9861705370e+00
2.2182732000e+00, -9.0147888932e-04, 1.9850931598e+00
2.2216859280e+00, -1.4218447523e-03, 1.9874018252e+00
2.2250986560e+00, -1.9422106152e-03, 1.9875557362e+00
2.2285113840e+00, -6.1564411953e-04, 1.9867495356e+00
2.2319241120e+00, -9.1613708264e-04, 1.9866322701e+00
2.2353368400e+00, -2.2793490616e-03, 1.9860606005e+00
2.2387495680e+00, -2.8070440212e-03, 1.9886477716e+00
2.2421622960e+00, -2.0961216451e-03, 1.9869913958e+00
2.2455750240e+00, -1.8762487452e-03, 1.9872772306e+00
2.2489877520e+00, -1.6490467488e-03, 1.9866176119e+00
2.2524004800e+00, -2.2133871917e-03, 1.9856648293e+00
2.2558132080e+00, -2.9536259544e-03, 1.9878269128e+00
2.2592259360e+00, -3.5619409773e-03, 1.9864563717e+00
2.2626386640e+00, -2.9462968578e-03, 1.9862218406e+00
2.2660513920e+00, -3.2394607242e-03, 1.9856868166e+00
2.2694641200e+00, -3.4593336241e-03, 1.9865736373e+00
2.2728768480e+00, -3.4593336241e-03, 1.9884865315e+00
2.2762895760e+00, -2.3379818349e-03, 1.9879368493e+00
2.2797023040e+00, -2.2720199649e-03, 1.9871159904e+00
2.2831150320e+00, -2.2720199649e-03, 1.9859213477e+00
2.2865277600e+00, -1.6124012654e-03, 1.9865516500e+00
2.2899404880e+00, -1.6124012654e-03, 1.9890655302e+00
2.2933532160e+00, -2.3013363516e-03, 1.9876290272e+00
2.2967659440e+00, -2.0448179685e-03, 1.9870940032e+00
2.3001786720e+00, -1.8249450686e-03, 1.9845727939e+00
2.3035914000e+00, -2.2427035783e-03, 1.9861925243e+00
2.3070041280e+00, -3.2101443376e-03, 1.9877462928e+00
2.3104168560e+00, -2.4479182848e-03, 1.9875484071e+00
2.3138295840e+00, -1.5904139755e-03, 1.9878342419e+00
2.3172423120e+00, -1.3851992690e-03, 1.9858627149e+00
2.3206550400e+00, -2.2207162883e-03, 1.9876290272e+00
2.3240677680e+00, -2.6751202813e-03, 1.9894173268e+00
2.3274804960e+00, -1.5317812022e-03, 1.9877462928e+00
2.3308932240e+00, -1.2606046257e-03, 1.9870646868e+00
2.3343059520e+00, -1.0700481125e-03, 1.9851151471e+00
2.3377186800e+00, -2.4918928648e-03, 1.9873578506e+00
2.3411314080e+00, -1.9788560985e-03, 1.9876730018e+00
2.3445441360e+00, -1.9715270018e-03, 1.9871379777e+00
2.3479568640e+00, -1.3045792057e-03, 1.9879441784e+00
2.3513695920e+00, -1.7882995853e-03, 1.9860459423e+00
2.3547823200e+00, -2.0814634518e-03, 1.9881713804e+00
2.3581950480e+00, -1.3412246890e-03, 1.9891974539e+00
2.3616077760e+00, -5.4235315292e-04, 1.9873358633e+00
2.3650205040e+00, 1.3705410756e-03, 1.9872039396e+00
2.3684332320e+00, 3.6645483306e-05, 1.9855695510e+00
2.3718459600e+00, -1.5830848788e-03, 1.9883765951e+00
2.3752586880e+00, -1.4804775255e-03, 1.9882739877e+00
2.3786714160e+00, -9.3812437262e-04, 1.9865296627e+00
2.3820841440e+00, -1.0553899192e-03, 1.9865809664e+00
2.3854968720e+00, -1.4731484289e-03, 1.9858187403e+00
2.3889096000e+00, -1.5830848788e-03, 1.9888016827e+00
2.3923223280e+00, -1.5610975888e-03, 1.9887650372e+00
2.3957350560e+00, -4.8372037963e-04, 1.9873725088e+00
2.3991477840e+00, -1.3925283656e-03, 1.9871379777e+00
2.4025605120e+00, -2.0155015818e-03, 1.9864343845e+00
2.4059732400e+00, -2.0081724851e-03, 1.9891754666e+00
2.4093859680e+00, -1.5024648155e-03, 1.9876363563e+00
2.4127986960e+00, -3.5179663973e-04, 1.9871013322e+00
2.4162114240e+00, 4.7639128297e-04, 1.9863024607e+00
2.4196241520e+00, -1.4804775255e-03, 1.9868081684e+00
2.4230368800e+00, -2.1987289983e-03, 1.9887650372e+00
2.4264496080e+00, -1.4878066222e-03, 1.9866395992e+00
2.4298623360e+00, -8.7216250267e-04, 1.9863464353e+00
2.4332750640e+00, -1.1213517892e-03, 1.9863610935e+00
2.4366877920e+00, -2.0887925484e-03, 1.9871672941e+00
2.4401005200e+00, -2.4772346715e-03, 1.9894026686e+00
2.4435132480e+00, -2.3966146082e-03, 1.9876143690e+00
2.4469259760e+00, -1.2239591424e-03, 1.9881567222e+00
2.4503387040e+00, -1.3265664957e-03, 1.9864856881e+00
2.4537514320e+00, -2.0301597751e-03, 1.9884278987e+00
2.4571641600e+00, -2.2207162883e-03, 1.9902455147e+00
2.4605768880e+00, -2.2353744816e-03, 1.9877902673e+00
2.4639896160e+00, -9.0147888932e-04, 1.9879661657e+00
2.4674023440e+00, -1.9422106152e-03, 1.9854302982e+00
2.4708150720e+00, -3.0489042110e-03, 1.9863244480e+00
2.4742278000e+00, -3.2321316276e-03, 1.9885231770e+00
2.4776405280e+00, -2.3233236416e-03, 1.9875264199e+00
2.4810532560e+00, -1.8615905519e-03, 1.9877243055e+00
2.4844659840e+00, -2.2500326750e-03, 1.9863830808e+00
2.4878787120e+00, -2.3233236416e-03, 1.9877756091e+00
2.4912914400e+00, -2.6238166047e-03, 1.9892854031e+00
2.4947041680e+00, -9.4545346928e-04, 1.9870353704e+00
2.4981168960e+00, -1.4365029456e-03, 1.9858993604e+00
2.5015296240e+00, -2.0374888718e-03, 1.9853276909e+00
2.5049423520e+00, -2.2353744816e-03, 1.9884498860e+00
2.5083550800e+00, -2.5798420247e-03, 1.9888529863e+00
2.5117678080e+00, -1.9275524219e-03, 1.9872772306e+00
2.5151805360e+00, -1.0407317259e-03, 1.9874604580e+00
2.5185932640e+00, -7.9154243940e-04, 1.9868668012e+00
2.5220059920e+00, -1.5244521055e-03, 1.9888823027e+00
2.5254187200e+00, -1.1726554658e-03, 1.9887650372e+00
2.5288314480e+00, -7.6955514942e-04, 1.9876583436e+00
2.5322441760e+00, -6.0098592621e-04, 1.9861412206e+00
2.5356569040e+00, -3.2980934975e-04, 1.9854083109e+00
2.5390696320e+00, -2.1181089351e-03, 1.9889849101e+00
2.5424823600e+00, -2.3086654483e-03, 1.9878195837e+00
2.5458950880e+00, -1.0847063058e-03, 1.9871159904e+00
2.5493078160e+00, -4.9837857296e-04, 1.9859360059e+00
2.5527205440e+00, -9.3079527596e-04, 1.9859873096e+00
2.5561332720e+00, -1.0627190159e-03, 1.9884205696e+00
2.5595460000e+00, -8.8682069600e-04, 1.9869913958e+00
2.5629587280e+00, 2.9316386644e-05, 1.9874164834e+00
2.5663714560e+00, -5.4235315292e-04, 1.9861119042e+00
2.5697841840e+00, -7.6955514942e-04, 1.9856428420e+00
2.5731969120e+00, -9.7476985593e-04, 1.9881713804e+00
2.5766096400e+00, -5.0570766962e-04, 1.9863684226e+00
2.5800223680e+00, -3.6645483306e-04, 1.9869840667e+00
2.5834350960e+00, -3.5179663973e-04, 1.9858627149e+00
2.5868478240e+00, -1.5391102988e-03, 1.9863610935e+00
2.5902605520e+00, -1.0920354025e-03, 1.9891827957e+00
2.5936732800e+00, -8.5017521269e-04, 1.9876949891e+00
2.5970860080e+00, -1.0920354025e-03, 1.9872039396e+00
2.6004987360e+00, -9.2346617930e-04, 1.9859066895e+00
2.6039114640e+00, -1.9348815185e-03, 1.9875557362e+00
2.6073241920e+00, -2.6458038947e-03, 1.9881420640e+00
2.6107369200e+00, -1.5317812022e-03, 1.9870133831e+00
2.6141496480e+00, -1.3998574623e-03, 1.9862804734e+00
2.6175623760e+00, -9.3812437262e-04, 1.9843382628e+00
2.6209751040e+00, -2.6677911846e-03, 1.9862071825e+00
2.6243878320e+00, -3.4153590441e-03, 1.9880687730e+00
2.6278005600e+00, -2.7190948613e-03, 1.9864563717e+00
2.6312132880e+00, -1.1506681758e-03, 1.9867715229e+00
2.6346260160e+00, -1.3632119790e-03, 1.9847706795e+00
2.6380387440e+00, -2.1767417084e-03, 1.9868374848e+00
2.6414514720e+00, -2.5651838314e-03, 1.9882300131e+00
2.6448642000e+00, -1.7956286820e-03, 1.9872405851e+00
2.6482769280e+00, -1.2459464324e-03, 1.9879002038e+00
2.6516896560e+00, -1.5244521055e-03, 1.9857088039e+00
2.6551023840e+00, -7.6222605276e-04, 1.9886184553e+00
2.6585151120e+00, -1.9128942286e-03, 1.9895052760e+00
2.6619278400e+00, -1.2019718524e-03, 1.9880614439e+00
2.6653405680e+00, -1.4584902356e-03, 1.9872259269e+00
2.6687532960e+00, -1.1579972725e-03, 1.9861045751e+00
2.6721660240e+00, -1.5757557821e-03, 1.9885158479e+00
2.6755787520e+00, -2.4186018982e-03, 1.9883252914e+00
2.6789914800e+00, -1.8762487452e-03, 1.9875410780e+00
2.6824042080e+00, -1.2386173357e-03, 1.9864050681e+00
2.6858169360e+00, -6.8160598948e-04, 1.9852030962e+00
2.6892296640e+00, -2.4992219614e-03, 1.9877243055e+00
2.6926423920e+00, -2.0008433885e-03, 1.9870426995e+00
2.6960551200e+00, -1.0114153392e-03, 1.9874824453e+00
2.6994678480e+00, -2.7117657646e-04, 1.9873431924e+00
2.7028805760e+00, -5.3502405626e-04, 1.9863904099e+00
2.7062933040e+00, -2.3599691249e-03, 1.9891974539e+00
2.7097060320e+00, -1.6856922321e-03, 1.9877902673e+00
2.7131187600e+00, -2.9316386644e-04, 1.9879221911e+00
2.7165314880e+00, 1.3192373990e-04, 1.9862145116e+00
2.7199442160e+00, -1.0920354025e-03, 1.9872185978e+00
2.7233569440e+00, -1.3192373990e-03, 1.9888823027e+00
2.7267696720e+00, -1.2752628190e-03, 1.9868814593e+00
2.7301824000e+00, -5.0570766962e-04, 1.9876656727e+00
2.7335951280e+00, -2.4186018982e-04, 1.9858553858e+00
2.7370078560e+00, -1.3778701723e-03, 1.9875850526e+00
2.7404205840e+00, -2.6824493780e-03, 1.9900916037e+00
2.7438333120e+00, -1.8689196486e-03, 1.9883912533e+00
2.7472460400e+00, -4.3241670301e-04, 1.9874897744e+00
2.7506587680e+00, -7.5489695610e-04, 1.9858040821e+00
2.7540714960e+00, -1.6710340387e-03, 1.9876510145e+00
2.7574842240e+00, -2.4918928648e-03, 1.9894173268e+00
2.7608969520e+00, -1.1066935958e-03, 1.9869254339e+00
