% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 55.70 s, time offset 27.85 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2022-09-09 T 13:04:18 -0400
% Time (s), Channel A (V), Channel B (V)
3.3837198120e+01, 5.4313003717e-01, -8.8145359851e+00
3.3840610848e+01, 5.4248507666e-01, -8.8151662874e+00
3.3844023576e+01, 5.4331326459e-01, -8.8149684018e+00
3.3847436304e+01, 5.4443461637e-01, -8.8177461294e+00
3.3850849032e+01, 5.4851692322e-01, -8.8196150491e+00
3.3854261760e+01, 5.4670663634e-01, -8.8218577527e+00
3.3857674488e+01, 5.4542404442e-01, -8.8210149066e+00
3.3861087216e+01, 5.4647943434e-01, -8.8205971480e+00
3.3864499944e+01, 5.4971889507e-01, -8.8237633178e+00
3.3867912672e+01, 5.5245997722e-01, -8.8260060214e+00
3.3871325400e+01, 5.5364729088e-01, -8.8298171516e+00
3.3874738128e+01, 5.5221078793e-01, -8.8276770554e+00
3.3878150856e+01, 5.5051043751e-01, -8.8304914285e+00
3.3881563584e+01, 5.5570676704e-01, -8.8334890291e+00
3.3884976312e+01, 5.5807406526e-01, -8.8351893795e+00
3.3888389040e+01, 5.5838188732e-01, -8.8376666142e+00
3.3891801768e+01, 5.5687942251e-01, -8.8361861366e+00
3.3895214496e+01, 5.5721656095e-01, -8.8383482202e+00
3.3898627224e+01, 5.6095440025e-01, -8.8414484281e+00
3.3902039952e+01, 5.6674438661e-01, -8.8426650581e+00
3.3905452680e+01, 5.6338033124e-01, -8.8445999396e+00
3.3908865408e+01, 5.6409125362e-01, -8.8435152333e+00
3.3912278136e+01, 5.6475087232e-01, -8.8463662519e+00
3.3915690864e+01, 5.6854734439e-01, -8.8484843608e+00
3.3919103592e+01, 5.7120780648e-01, -8.8504998624e+00
3.3922516320e+01, 5.6865728084e-01, -8.8523980985e+00
3.3925929048e+01, 5.6736735983e-01, -8.8522148710e+00
3.3929341776e+01, 5.6995453095e-01, -8.8535927412e+00
3.3932754504e+01, 5.7317200438e-01, -8.8560846341e+00
3.3936167232e+01, 5.7268095491e-01, -8.8581441102e+00
3.3939579960e+01, 5.7145699576e-01, -8.8603648265e+00
3.3942992688e+01, 5.7293747329e-01, -8.8596832205e+00
3.3946405416e+01, 5.7347982644e-01, -8.8627467829e+00
3.3949818144e+01, 5.7598637750e-01, -8.8647476263e+00
3.3953230872e+01, 5.7832435934e-01, -8.8672688356e+00
3.3956643600e+01, 5.7859553591e-01, -8.8671149246e+00
3.3960056328e+01, 5.7625755408e-01, -8.8665725714e+00
3.3963469056e+01, 5.7865416869e-01, -8.8699806014e+00
3.3966881784e+01, 5.8264119727e-01, -8.8725824307e+00
3.3970294512e+01, 5.8248728624e-01, -8.8751329563e+00
3.3973707240e+01, 5.8117537794e-01, -8.8754334493e+00
3.3977119968e+01, 5.8042781008e-01, -8.8742901102e+00
3.3980532696e+01, 5.8371857448e-01, -8.8783431006e+00
3.3983945424e+01, 5.8604189812e-01, -8.8789074411e+00
3.3987358152e+01, 5.8704598436e-01, -8.8818610670e+00
3.3990770880e+01, 5.8612251818e-01, -8.8817218142e+00
3.3994183608e+01, 5.8522103929e-01, -8.8820736108e+00
3.3997596336e+01, 5.8731716094e-01, -8.8850492241e+00
3.4001009064e+01, 5.9014619225e-01, -8.8859653612e+00
3.4004421792e+01, 5.9273336337e-01, -8.8898277951e+00
3.4007834520e+01, 5.9086444372e-01, -8.8884499249e+00
3.4011247248e+01, 5.8894422040e-01, -8.8893807202e+00
3.4014659976e+01, 5.9373744961e-01, -8.8910224379e+00
3.4018072704e+01, 5.9740199794e-01, -8.8931405468e+00
3.4021485432e+01, 5.9683032841e-01, -8.8947822645e+00
3.4024898160e+01, 5.9501271243e-01, -8.8941226458e+00
3.4028310888e+01, 5.9504935792e-01, -8.8960868437e+00
3.4031723616e+01, 5.9683765750e-01, -8.8992310261e+00
3.4035136344e+01, 6.0029699113e-01, -8.9010779585e+00
3.4038549072e+01, 6.0067077506e-01, -8.9036944460e+00
3.4041961800e+01, 5.9918296843e-01, -8.9020453992e+00
3.4045374528e+01, 6.0159424124e-01, -8.9027123470e+00
3.4048787256e+01, 6.0557394072e-01, -8.9055413784e+00
3.4052199984e+01, 6.0713503831e-01, -8.9090080411e+00
3.4055612712e+01, 6.0496562570e-01, -8.9112067701e+00
3.4059025440e+01, 6.0596971194e-01, -8.9088687882e+00
3.4062438168e+01, 6.0517816950e-01, -8.9108842898e+00
3.4065850896e+01, 6.1032319536e-01, -8.9130243860e+00
3.4069263624e+01, 6.1139324347e-01, -8.9144389017e+00
3.4072676352e+01, 6.1219211501e-01, -8.9157874555e+00
3.4076089080e+01, 6.1039648633e-01, -8.9146441164e+00
3.4079501808e+01, 6.1294701196e-01, -8.9171360093e+00
3.4082914536e+01, 6.1540958844e-01, -8.9195326239e+00
3.4086327264e+01, 6.1835588530e-01, -8.9217460111e+00
3.4089739992e+01, 6.1524101922e-01, -8.9224349462e+00
3.4093152720e+01, 6.1478661523e-01, -8.9215114800e+00
3.4096565448e+01, 6.1745440641e-01, -8.9248315608e+00
3.4099978176e+01, 6.2117025842e-01, -8.9263999874e+00
3.4103390904e+01, 6.1981437553e-01, -8.9280417051e+00
3.4106803632e+01, 6.1859041639e-01, -8.9290164750e+00
3.4110216360e+01, 6.1945524980e-01, -8.9284301472e+00
3.4113629088e+01, 6.2238688846e-01, -8.9309806729e+00
3.4117041816e+01, 6.2685763743e-01, -8.9339709443e+00
3.4120454544e+01, 6.2718011768e-01, -8.9367413428e+00
3.4123867272e+01, 6.2803762199e-01, -8.9364848245e+00
3.4127280000e+01, 6.2553107093e-01, -8.9360890532e+00
3.4130692728e+01, 6.2667441001e-01, -8.9388887682e+00
3.4134105456e+01, 6.3322662242e-01, -8.9413440155e+00
3.4137518184e+01, 6.3149695561e-01, -8.9441583887e+00
3.4140930912e+01, 6.3043423660e-01, -8.9448839692e+00
3.4144343640e+01, 6.2995784531e-01, -8.9446201217e+00
3.4147756368e+01, 6.3295544585e-01, -8.9469434454e+00
3.4151169096e+01, 6.3596770458e-01, -8.9490468961e+00
3.4154581824e+01, 6.3678856340e-01, -8.9514948144e+00
3.4157994552e+01, 6.3486834008e-01, -8.9509084867e+00
3.4161407280e+01, 6.3291147127e-01, -8.9529972792e+00
3.4164820008e+01, 6.3763873861e-01, -8.9546609842e+00
3.4168232736e+01, 6.4262252434e-01, -8.9560315253e+00
3.4171645464e+01, 6.3991808768e-01, -8.9572701426e+00
3.4175058192e+01, 6.4117869230e-01, -8.9575706355e+00
3.4178470920e+01, 6.3955896194e-01, -8.9584721144e+00
3.4181883648e+01, 6.4331878853e-01, -8.9628475851e+00
3.4185296376e+01, 6.4686607131e-01, -8.9635804948e+00
3.4188709104e+01, 6.4682209673e-01, -8.9655593509e+00
3.4192121832e+01, 6.4503379715e-01, -8.9649730232e+00
3.4195534560e+01, 6.4608185797e-01, -8.9661676659e+00
3.4198947288e+01, 6.5200376807e-01, -8.9679559655e+00
3.4202360016e+01, 6.5248748845e-01, -8.9693265066e+00
3.4205772744e+01, 6.5171060420e-01, -8.9724926764e+00
3.4209185472e+01, 6.5088974538e-01, -8.9710048697e+00
3.4212598200e+01, 6.5132949118e-01, -8.9735847118e+00
3.4216010928e+01, 6.5988987608e-01, -8.9758200862e+00
3.4219423656e+01, 6.6083532955e-01, -8.9777989423e+00
3.4222836384e+01, 6.6011707807e-01, -8.9788983068e+00
3.4226249112e+01, 6.6090129142e-01, -8.9782093717e+00
3.4229661840e+01, 6.6389156285e-01, -8.9810530613e+00
3.4233074568e+01, 6.6846491917e-01, -8.9819325529e+00
3.4236487296e+01, 6.7156512706e-01, -8.9858096450e+00
3.4239900024e+01, 6.6822305898e-01, -8.9867550985e+00
3.4243312752e+01, 6.6619289921e-01, -8.9850254316e+00
3.4246725480e+01, 6.7026787695e-01, -8.9888878656e+00
3.4250138208e+01, 6.7305293368e-01, -8.9908374053e+00
3.4253550936e+01, 6.7334609755e-01, -8.9948390921e+00
3.4256963664e+01, 6.7388112160e-01, -8.9954693944e+00
3.4260376392e+01, 6.7279641530e-01, -8.9942894098e+00
3.4263789120e+01, 6.7689338033e-01, -8.9981078692e+00
3.4267201848e+01, 6.7837385786e-01, -8.9999914470e+00
3.4270614576e+01, 6.7652692550e-01, -9.0033701606e+00
3.4274027304e+01, 6.7638034357e-01, -9.0047920053e+00
3.4277440032e+01, 6.7767759367e-01, -9.0036266790e+00
3.4280852760e+01, 6.7841783244e-01, -9.0065876340e+00
3.4284265488e+01, 6.8185517877e-01, -9.0089842486e+00
3.4287678216e+01, 6.8085842163e-01, -9.0112635977e+00
3.4291090944e+01, 6.8227293728e-01, -9.0105819917e+00
3.4294503672e+01, 6.8256610115e-01, -9.0105087007e+00
3.4297916400e+01, 6.8448632447e-01, -9.0139973507e+00
3.4301329128e+01, 6.8884713699e-01, -9.0157929794e+00
3.4304741856e+01, 6.8840739119e-01, -9.0192523130e+00
3.4308154584e+01, 6.8628928225e-01, -9.0175812790e+00
3.4311567312e+01, 6.8684629360e-01, -9.0184974161e+00
3.4314980040e+01, 6.9223317964e-01, -9.0214143966e+00
3.4318392768e+01, 6.9493761631e-01, -9.0225723938e+00
3.4321805496e+01, 6.9334720234e-01, -9.0255186907e+00
3.4325218224e+01, 6.9203529403e-01, -9.0239722513e+00
3.4328630952e+01, 6.9040823457e-01, -9.0263248913e+00
3.4332043680e+01, 6.9493028721e-01, -9.0287434932e+00
3.4335456408e+01, 6.9948898534e-01, -9.0296449721e+00
3.4338869136e+01, 6.9697510518e-01, -9.0327891546e+00
3.4342281864e+01, 6.9741485098e-01, -9.0307956403e+00
3.4345694592e+01, 6.9934240340e-01, -9.0322981051e+00
3.4349107320e+01, 7.0409165804e-01, -9.0351417946e+00
3.4352520048e+01, 7.0545487002e-01, -9.0381540533e+00
3.4355932776e+01, 7.0319750825e-01, -9.0399789984e+00
3.4359345504e+01, 7.0370321592e-01, -9.0380954206e+00
3.4362758232e+01, 7.0311688818e-01, -9.0410710338e+00
3.4366170960e+01, 7.0959580963e-01, -9.0433283956e+00
3.4369583688e+01, 7.0960313873e-01, -9.0454318463e+00
3.4372996416e+01, 7.1175789315e-01, -9.0456810356e+00
3.4376409144e+01, 7.0969841699e-01, -9.0445157092e+00
3.4379821872e+01, 7.1161864031e-01, -9.0472128168e+00
3.4383234600e+01, 7.1488741742e-01, -9.0492869512e+00
3.4386647328e+01, 7.1773110693e-01, -9.0524531209e+00
3.4390060056e+01, 7.1602342741e-01, -9.0534718654e+00
3.4393472784e+01, 7.1441102614e-01, -9.0525703865e+00
3.4396885512e+01, 7.1721074106e-01, -9.0562862385e+00
3.4400298240e+01, 7.2004710147e-01, -9.0589247133e+00
3.4403710968e+01, 7.2273687995e-01, -9.0618050483e+00
3.4407123696e+01, 7.2017902521e-01, -9.0610574804e+00
3.4410536424e+01, 7.1989319044e-01, -9.0606177346e+00
3.4413949152e+01, 7.2102187133e-01, -9.0628970837e+00
3.4417361880e+01, 7.2674589582e-01, -9.0645754468e+00
3.4420774608e+01, 7.2597634067e-01, -9.0676609965e+00
3.4424187336e+01, 7.2543398752e-01, -9.0673531744e+00
3.4427600064e+01, 7.2488430527e-01, -9.0666569103e+00
3.4431012792e+01, 7.2713433794e-01, -9.0704826987e+00
3.4434425520e+01, 7.3124596117e-01, -9.0720437963e+00
3.4437838248e+01, 7.3257252767e-01, -9.0748361821e+00
3.4441250976e+01, 7.3035181138e-01, -9.0737588049e+00
3.4444663704e+01, 7.3153179594e-01, -9.0742864999e+00
3.4448076432e+01, 7.3382580320e-01, -9.0777091880e+00
3.4451489160e+01, 7.3635434154e-01, -9.0793875512e+00
3.4454901888e+01, 7.3772488262e-01, -9.0822385698e+00
3.4458314616e+01, 7.3770289533e-01, -9.0805602066e+00
3.4461727344e+01, 7.3845046319e-01, -9.0813077745e+00
3.4465140072e+01, 7.3974771330e-01, -9.0840855021e+00
3.4468552800e+01, 7.4285525028e-01, -9.0856759161e+00
3.4471965528e+01, 7.4114024166e-01, -9.0875521648e+00
3.4475378256e+01, 7.4196110049e-01, -9.0860790164e+00
3.4478790984e+01, 7.4251811184e-01, -9.0876327849e+00
3.4482203712e+01, 7.4686426616e-01, -9.0905057908e+00
3.4485616440e+01, 7.4956137373e-01, -9.0928511017e+00
3.4489029168e+01, 7.4860859116e-01, -9.0951670963e+00
3.4492441896e+01, 7.4871852761e-01, -9.0937965552e+00
3.4495854624e+01, 7.4800760523e-01, -9.0966329156e+00
3.4499267352e+01, 7.5280816355e-01, -9.0991467958e+00
3.4502680080e+01, 7.5588638415e-01, -9.1005979569e+00
3.4506092808e+01, 7.5261027794e-01, -9.1012062719e+00
3.4509505536e+01, 7.5224382310e-01, -9.1009570826e+00
3.4512918264e+01, 7.5404678088e-01, -9.1040866069e+00
3.4516330992e+01, 7.6040843678e-01, -9.1046949219e+00
3.4519743720e+01, 7.6524564058e-01, -9.1071794857e+00
3.4523156448e+01, 7.6298827881e-01, -9.1081835719e+00
3.4526569176e+01, 7.6048905685e-01, -9.1069302964e+00
3.4529981904e+01, 7.6269511494e-01, -9.1099059097e+00
3.4533394632e+01, 7.6815529196e-01, -9.1114010454e+00
3.4536807360e+01, 7.7119686707e-01, -9.1149043536e+00
3.4540220088e+01, 7.6845578492e-01, -9.1149629863e+00
3.4543632816e+01, 7.6987030057e-01, -9.1150875810e+00
3.4547045544e+01, 7.7116755068e-01, -9.1175135120e+00
3.4550458272e+01, 7.7390863283e-01, -9.1196609373e+00
3.4553871000e+01, 7.7464887160e-01, -9.1230030054e+00
3.4557283728e+01, 7.7479545353e-01, -9.1221528302e+00
3.4560696456e+01, 7.7401856928e-01, -9.1234061057e+00
3.4564109184e+01, 7.7523519933e-01, -9.1265136427e+00
3.4567521912e+01, 7.7673033505e-01, -9.1268141356e+00
3.4570934640e+01, 7.7914893695e-01, -9.1290861556e+00
3.4574347368e+01, 7.7766113033e-01, -9.1289029282e+00
3.4577760096e+01, 7.7763181394e-01, -9.1291521175e+00
3.4581172824e+01, 7.8124505859e-01, -9.1319958070e+00
3.4584585552e+01, 7.8507817615e-01, -9.1331611334e+00
3.4587998280e+01, 7.8682983025e-01, -9.1368916436e+00
3.4591411008e+01, 7.8609692058e-01, -9.1366497834e+00
3.4594823736e+01, 7.8289410534e-01, -9.1367084161e+00
3.4598236464e+01, 7.8855216796e-01, -9.1394128528e+00
3.4601649192e+01, 7.9204814707e-01, -9.1412377979e+00
3.4605061920e+01, 7.9316949886e-01, -9.1452321556e+00
3.4608474648e+01, 7.9106604812e-01, -9.1455986104e+00
3.4611887376e+01, 7.9328676441e-01, -9.1463608364e+00
3.4615300104e+01, 7.9659951610e-01, -9.1485595654e+00
3.4618712832e+01, 7.9973636947e-01, -9.1508389145e+00
3.4622125560e+01, 7.9967773670e-01, -9.1534993766e+00
3.4625538288e+01, 7.9797005717e-01, -9.1519016335e+00
3.4628951016e+01, 7.9601318836e-01, -9.1539171351e+00
3.4632363744e+01, 8.0188379479e-01, -9.1560425731e+00
3.4635776472e+01, 8.0455891507e-01, -9.1591061355e+00
3.4639189200e+01, 8.0312241213e-01, -9.1604327020e+00
3.4642601928e+01, 8.0204503492e-01, -9.1588203008e+00
3.4646014656e+01, 8.0365743618e-01, -9.1623382672e+00
3.4649427384e+01, 8.0695552968e-01, -9.1647495400e+00
3.4652840112e+01, 8.0928618242e-01, -9.1682528482e+00
3.4656252840e+01, 8.0919823326e-01, -9.1702170461e+00
3.4659665568e+01, 8.0673565678e-01, -9.1692129598e+00
3.4663078296e+01, 8.1059076162e-01, -9.1708986521e+00
3.4666491024e+01, 8.1248899766e-01, -9.1729434700e+00
3.4669903752e+01, 8.1470238485e-01, -9.1763588291e+00
3.4673316480e+01, 8.1393282970e-01, -9.1764760946e+00
3.4676729208e+01, 8.1058343253e-01, -9.1764174619e+00
3.4680141936e+01, 8.1506151059e-01, -9.1781397996e+00
3.4683554664e+01, 8.1992070167e-01, -9.1802798958e+00
3.4686967392e+01, 8.2109335714e-01, -9.1823100556e+00
3.4690380120e+01, 8.2198750693e-01, -9.1820608663e+00
3.4693792848e+01, 8.2131323004e-01, -9.1827058268e+00
3.4697205576e+01, 8.2450871618e-01, -9.1853149852e+00
3.4700618304e+01, 8.2907474340e-01, -9.1866488808e+00
3.4704031032e+01, 8.2837847922e-01, -9.1894632539e+00
3.4707443760e+01, 8.2784345516e-01, -9.1901302017e+00
3.4710856488e+01, 8.2601851010e-01, -9.1896611395e+00
3.4714269216e+01, 8.3169123091e-01, -9.1929225875e+00
3.4717681944e+01, 8.3388995991e-01, -9.1949820637e+00
3.4721094672e+01, 8.3352350508e-01, -9.1969535907e+00
3.4724507400e+01, 8.3413914920e-01, -9.1966384395e+00
3.4727920128e+01, 8.3468883145e-01, -9.1975106020e+00
3.4731332856e+01, 8.3528981737e-01, -9.1992256107e+00
3.4734745584e+01, 8.4104315825e-01, -9.2006181390e+00
3.4738158312e+01, 8.4268487590e-01, -9.2033592212e+00
3.4741571040e+01, 8.3957000982e-01, -9.2028535135e+00
3.4744983768e+01, 8.3997311014e-01, -9.2036157396e+00
3.4748396496e+01, 8.4523540154e-01, -9.2073315916e+00
3.4751809224e+01, 8.4810107834e-01, -9.2083796524e+00
3.4755221952e+01, 8.4786654724e-01, -9.2116630877e+00
3.4758634680e+01, 8.4693575197e-01, -9.2094350423e+00
3.4762047408e+01, 8.4752207970e-01, -9.2118316569e+00
3.4765460136e+01, 8.4998465618e-01, -9.2144554735e+00
3.4768872864e+01, 8.5771685315e-01, -9.2163170641e+00
3.4772285592e+01, 8.5660283046e-01, -9.2191460954e+00
3.4775698320e+01, 8.5317281322e-01, -9.2178268580e+00
3.4779111048e+01, 8.5991558215e-01, -9.2194026138e+00
3.4782523776e+01, 8.6287653720e-01, -9.2212055715e+00
3.4785936504e+01, 8.6711275507e-01, -9.2247162088e+00
3.4789349232e+01, 8.6694418585e-01, -9.2252952075e+00
3.4792761960e+01, 8.6344087765e-01, -9.2240199447e+00
3.4796174688e+01, 8.6795560119e-01, -9.2257129660e+00
3.4799587416e+01, 8.7126102378e-01, -9.2279043659e+00
3.4803000144e+01, 8.7256560299e-01, -9.2310778647e+00
3.4806412872e+01, 8.7195728797e-01, -9.2326023169e+00
3.4809825600e+01, 8.7129034017e-01, -9.2311804721e+00
3.4813238328e+01, 8.7345242369e-01, -9.2351528425e+00
3.4816651056e+01, 8.7546059617e-01, -9.2374688370e+00
3.4820063784e+01, 8.7683846634e-01, -9.2397188697e+00
3.4823476512e+01, 8.7529202695e-01, -9.2401659446e+00
3.4826889240e+01, 8.7658927706e-01, -9.2394770095e+00
3.4830301968e+01, 8.7760802149e-01, -9.2418296496e+00
3.4833714696e+01, 8.8027581268e-01, -9.2439550876e+00
3.4837127424e+01, 8.8302422393e-01, -9.2466815115e+00
3.4840540152e+01, 8.8215939052e-01, -9.2467474734e+00
3.4843952880e+01, 8.8036376184e-01, -9.2467548025e+00
3.4847365608e+01, 8.8610244452e-01, -9.2496351375e+00
3.4850778336e+01, 8.8682802509e-01, -9.2512328806e+00
3.4854191064e+01, 8.8916600693e-01, -9.2531531039e+00
3.4857603792e+01, 8.8948848718e-01, -9.2526913708e+00
3.4861016520e+01, 8.8791273140e-01, -9.2527646618e+00
3.4864429248e+01, 8.9129877406e-01, -9.2565171593e+00
3.4867841976e+01, 8.9610666147e-01, -9.2571914362e+00
3.4871254704e+01, 8.9625324340e-01, -9.2602183531e+00
3.4874667432e+01, 8.9513922071e-01, -9.2601084166e+00
3.4878080160e+01, 8.9491934781e-01, -9.2609219464e+00
3.4881492888e+01, 8.9861321252e-01, -9.2639781797e+00
3.4884905616e+01, 9.0057008133e-01, -9.2666679581e+00
3.4888318344e+01, 9.0144224383e-01, -9.2687567507e+00
3.4891731072e+01, 9.0298135413e-01, -9.2669757802e+00
3.4895143800e+01, 9.0338445445e-01, -9.2684709159e+00
3.4898556528e+01, 9.0615485299e-01, -9.2699294061e+00
3.4901969256e+01, 9.0879332779e-01, -9.2724652736e+00
3.4905381984e+01, 9.0836824018e-01, -9.2761444801e+00
3.4908794712e+01, 9.0633808040e-01, -9.2741509658e+00
3.4912207440e+01, 9.0672652253e-01, -9.2755215069e+00
3.4915620168e+01, 9.1313948211e-01, -9.2779474379e+00
3.4919032896e+01, 9.1477387066e-01, -9.2798383448e+00
3.4922445624e+01, 9.1393835364e-01, -9.2817439100e+00
3.4925858352e+01, 9.1384307539e-01, -9.2807178364e+00
3.4929271080e+01, 9.1406294829e-01, -9.2843457393e+00
3.4932683808e+01, 9.1828450796e-01, -9.2858628623e+00
3.4936096536e+01, 9.1975765639e-01, -9.2882668060e+00
3.4939509264e+01, 9.2067379347e-01, -9.2894028160e+00
3.4942921992e+01, 9.2001417477e-01, -9.2893588414e+00
3.4946334720e+01, 9.2379598865e-01, -9.2923564419e+00
3.4949747448e+01, 9.2657371629e-01, -9.2941007669e+00
3.4953160176e+01, 9.2808351020e-01, -9.2964900524e+00
3.4956572904e+01, 9.2762910621e-01, -9.2961822304e+00
3.4959985632e+01, 9.2647843803e-01, -9.2951854732e+00
3.4963398360e+01, 9.2962994959e-01, -9.2984982249e+00
3.4966811088e+01, 9.3213650065e-01, -9.3003231700e+00
3.4970223816e+01, 9.3500950654e-01, -9.3036798963e+00
3.4973636544e+01, 9.3509745570e-01, -9.3040316929e+00
3.4977049272e+01, 9.3484826642e-01, -9.3031375431e+00
3.4980462000e+01, 9.3520006306e-01, -9.3060691818e+00
3.4983874728e+01, 9.4091675845e-01, -9.3092426806e+00
3.4987287456e+01, 9.4116594774e-01, -9.3124601541e+00
3.4990700184e+01, 9.4044769627e-01, -9.3106791836e+00
3.4994112912e+01, 9.4001527956e-01, -9.3109796765e+00
3.4997525640e+01, 9.4412690279e-01, -9.3137134296e+00
3.5000938368e+01, 9.4673606120e-01, -9.3153991218e+00
3.5004351096e+01, 9.4708052874e-01, -9.3187118735e+00
3.5007763824e+01, 9.4661146656e-01, -9.3183307605e+00
3.5011176552e+01, 9.4904472665e-01, -9.3179203311e+00
3.5014589280e+01, 9.4993887644e-01, -9.3212770574e+00
3.5018002008e+01, 9.5519383875e-01, -9.3224277255e+00
3.5021414736e+01, 9.5571420461e-01, -9.3253593642e+00
3.5024827464e+01, 9.5421906889e-01, -9.3253227187e+00
3.5028240192e+01, 9.5586078654e-01, -9.3268398417e+00
3.5031652920e+01, 9.6125500169e-01, -9.3293976965e+00
3.5035065648e+01, 9.6723554456e-01, -9.3322633733e+00
3.5038478376e+01, 9.6733815192e-01, -9.3348945190e+00
3.5041891104e+01, 9.6568910517e-01, -9.3327910682e+00
3.5045303832e+01, 9.6663455864e-01, -9.3357959978e+00
3.5048716560e+01, 9.6973476652e-01, -9.3380680178e+00
3.5052129288e+01, 9.7202877378e-01, -9.3405965562e+00
3.5055542016e+01, 9.7139114237e-01, -9.3430737908e+00
3.5058954744e+01, 9.7129586411e-01, -9.3407138217e+00
3.5062367472e+01, 9.7189685004e-01, -9.3436308022e+00
3.5065780200e+01, 9.7427880645e-01, -9.3466210736e+00
3.5069192928e+01, 9.7542947463e-01, -9.3488564481e+00
3.5072605656e+01, 9.7580325856e-01, -9.3509525697e+00
3.5076018384e+01, 9.7485780509e-01, -9.3506740641e+00
3.5079431112e+01, 9.7603778965e-01, -9.3525869583e+00
3.5082843840e+01, 9.7922594670e-01, -9.3554086605e+00
3.5086256568e+01, 9.7902073199e-01, -9.3587214122e+00
3.5089669296e+01, 9.7950445237e-01, -9.3589632724e+00
3.5093082024e+01, 9.7874955542e-01, -9.3575047822e+00
3.5096494752e+01, 9.8149796666e-01, -9.3603191553e+00
3.5099907480e+01, 9.8723664935e-01, -9.3631188702e+00
3.5103320208e+01, 9.8680423265e-01, -9.3659992052e+00
3.5106732936e+01, 9.8612262666e-01, -9.3662850400e+00
3.5110145664e+01, 9.8528710964e-01, -9.3655301430e+00
3.5113558392e+01, 9.8832135566e-01, -9.3678168212e+00
3.5116971120e+01, 9.9266018088e-01, -9.3693925769e+00
3.5120383848e+01, 9.9458773330e-01, -9.3721556464e+00
3.5123796576e+01, 9.9331979958e-01, -9.3723975066e+00
3.5127209304e+01, 9.9309259758e-01, -9.3721190009e+00
3.5130622032e+01, 9.9609019812e-01, -9.3763625479e+00
3.5134034760e+01, 9.9944692439e-01, -9.3781435184e+00
3.5137447488e+01, 1.0002091504e+00, -9.3808406259e+00
3.5140860216e+01, 1.0000185939e+00, -9.3802689564e+00
3.5144272944e+01, 1.0010300093e+00, -9.3805474621e+00
3.5147685672e+01, 1.0033166874e+00, -9.3833398479e+00
3.5151098400e+01, 1.0080659421e+00, -9.3845418197e+00
3.5154511128e+01, 1.0079340183e+00, -9.3862128538e+00
3.5157923856e+01, 1.0080732712e+00, -9.3870190544e+00
3.5161336584e+01, 1.0065854645e+00, -9.3865499922e+00
3.5164749312e+01, 1.0125806656e+00, -9.3903757807e+00
3.5168162040e+01, 1.0150212548e+00, -9.3927650662e+00
3.5171574768e+01, 1.0148306983e+00, -9.3951909972e+00
3.5174987496e+01, 1.0125220328e+00, -9.3938717598e+00
3.5178400224e+01, 1.0139218903e+00, -9.3944361002e+00
3.5181812952e+01, 1.0178429570e+00, -9.3982399014e+00
3.5185225680e+01, 1.0212143415e+00, -9.3999549100e+00
3.5188638408e+01, 1.0208185703e+00, -9.4023954992e+00
3.5192051136e+01, 1.0201442934e+00, -9.4003067067e+00
3.5195463864e+01, 1.0209944686e+00, -9.4026813340e+00
3.5198876592e+01, 1.0265865693e+00, -9.4055763272e+00
3.5202289320e+01, 1.0285361090e+00, -9.4078190307e+00
3.5205702048e+01, 1.0274294154e+00, -9.4095267103e+00
3.5209114776e+01, 1.0267184931e+00, -9.4074232595e+00
3.5212527504e+01, 1.0268504168e+00, -9.4098272032e+00
3.5215940232e+01, 1.0319148226e+00, -9.4122824506e+00
3.5219352960e+01, 1.0356380037e+00, -9.4156684933e+00
3.5222765688e+01, 1.0357479402e+00, -9.4165626430e+00
3.5226178416e+01, 1.0338423750e+00, -9.4153753294e+00
3.5229591144e+01, 1.0345019937e+00, -9.4175374129e+00
3.5233003872e+01, 1.0412520917e+00, -9.4200512931e+00
3.5236416600e+01, 1.0408783078e+00, -9.4222793384e+00
3.5239829328e+01, 1.0413253827e+00, -9.4221254274e+00
3.5243242056e+01, 1.0414206610e+00, -9.4213192268e+00
3.5246654784e+01, 1.0445795016e+00, -9.4243754601e+00
3.5250067512e+01, 1.0487424285e+00, -9.4265522018e+00
3.5253480240e+01, 1.0550234644e+00, -9.4295204859e+00
3.5256892968e+01, 1.0530959119e+00, -9.4290367656e+00
3.5260305696e+01, 1.0527954190e+00, -9.4286483234e+00
3.5263718424e+01, 1.0555658175e+00, -9.4315653039e+00
3.5267131152e+01, 1.0613338166e+00, -9.4338959567e+00
3.5270543880e+01, 1.0631587617e+00, -9.4376484541e+00
3.5273956608e+01, 1.0615756768e+00, -9.4369888354e+00
3.5277369336e+01, 1.0606815270e+00, -9.4359774201e+00
3.5280782064e+01, 1.0649763776e+00, -9.4396199811e+00
3.5284194792e+01, 1.0690880009e+00, -9.4414595844e+00
3.5287607520e+01, 1.0697769359e+00, -9.4451607782e+00
